code,latitude,longitude,N,size,N_min,N_max
AAORDMD,39.2,-76.594,0.0,2.0,0.3,117.097
ABQHOLD,35.052,-106.627,2.484,2.0,0.032,29.3
ABRMCTX,32.375,-99.744,0.0,2.0,0.129,0.129
ABRXSPA,40.192,-75.916,0.0,2.0,0.067,5.0
ABTHOLD,32.57,-99.679,0.0,2.0,0.033,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAIRKY,37.104,-85.307,0.0,2.0,0.032,0.032
ADAMSCO,39.991,-104.798,0.0,2.0,0.032,0.032
ADAMSMS,31.557,-91.222,1005.774,12.0,6.467,1234.533
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.559,-117.441,21.71,3.5,4.839,1855.839
AFRC,32.859,-104.415,0.0,2.0,0.032,532.097
AGAHOLD,13.476,144.75,0.032,2.0,0.032,0.533
AGC,18.43,-67.154,0.0,2.0,0.032,59.516
AGMDCCA,33.82,-117.909,0.0,2.0,0.032,1.968
AIRHOPR,18.44,-65.999,0.0,2.0,0.032,1.1
AKCOOKI,61.218,-149.858,0.0,2.0,0.032,0.871
AKFAIRB,64.833,-147.759,0.0,2.0,0.032,0.968
AKGSCCC,61.36,-150.008,0.0,2.0,0.032,0.032
AKHIGHL,61.303,-149.579,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.649,0.0,2.0,0.033,0.161
AKLEMON,58.363,-134.484,0.0,2.0,0.032,0.677
AKMATSU,61.602,-149.109,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.831,0.0,2.0,0.065,0.097
AKPALMC,61.691,-149.008,0.0,2.0,0.065,0.167
AKPSYNJ,40.22,-74.764,0.0,2.0,0.032,0.033
AKWILCC,60.584,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.584,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.068,-79.404,8.903,2.0,0.033,89.067
ALAMOCO,37.455,-105.876,0.0,2.0,0.032,0.036
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.8
ALBCONY,42.751,-73.816,0.0,2.0,1.258,291.774
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALBHOLD,42.765,-73.812,0.0,2.0,0.032,0.2
ALESSAZ,33.576,-111.926,0.0,2.0,9.097,202.806
ALEXAAL,38.798,-77.065,0.0,2.0,0.033,0.033
ALEXAVA,38.798,-77.065,0.0,2.0,0.032,6.533
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.213,-78.017,0.0,2.0,0.032,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALLENIN,41.083,-85.141,0.0,2.0,0.172,2.133
ALMHOLD,37.489,-105.86,0.0,2.0,0.032,0.935
AMTHOLD,35.225,-101.741,1.387,2.0,0.033,3.286
ANCHOAK,61.219,-149.857,0.194,2.0,0.032,9.714
ANCHOLD,61.218,-149.9,0.0,2.0,0.032,0.097
ANDERSC,34.534,-82.683,0.0,2.0,0.032,0.032
ANDRWTX,32.309,-102.532,0.0,2.0,0.033,0.429
ANJUVMN,45.181,-93.124,0.0,2.0,0.067,0.1
ANSGHTX,32.768,-99.895,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.365,0.0,2.0,0.097,3.517
APIBHCA,32.774,-117.044,0.226,2.0,0.032,7.133
APPSCLA,30.624,-92.784,100.097,6.0,11.516,139.3
ARAPACO,39.615,-105.012,0.0,2.0,0.032,0.032
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.839,0.0,2.0,0.032,0.467
ARRMCCA,34.074,-117.351,0.0,2.0,0.032,1.0
ARTESNM,32.845,-104.405,0.0,2.0,0.032,0.032
ARTSINM,32.858,-104.419,0.0,2.0,0.032,0.032
ASHECNC,36.419,-81.46,0.0,2.0,0.032,0.033
ASHRSFL,26.185,-80.119,0.0,2.0,0.032,3.032
ATLANGA,33.763,-84.387,0.0,2.0,0.032,365.633
ATLHOLD,33.753,-84.394,3.29,2.0,1.613,41.935
ATTHOLD,32.204,-95.856,0.032,2.0,0.032,0.567
AURORCO,39.71,-104.796,0.0,2.0,0.032,1.3
AUSHOLD,30.269,-97.739,4.806,2.0,0.129,17.226
AVPARLA,31.117,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.861,0.0,2.0,0.033,0.033
AZSPFLO,33.029,-111.373,0.0,2.0,0.032,0.032
AZSPPER,33.471,-112.442,0.0,2.0,0.032,0.194
AZSVCPC,33.453,-112.026,0.0,2.0,0.097,0.7
BAILECA,32.59,-116.921,0.0,2.0,0.032,0.806
BAKERFL,30.296,-82.122,136.516,6.0,43.4,295.6
BALDWAL,30.885,-87.775,1.452,2.0,0.194,8.742
BALHOLD,39.255,-76.681,1.516,2.0,0.357,13.367
BANNOID,42.825,-112.389,0.0,2.0,0.032,5.065
BARNSMA,41.7,-70.303,0.0,2.0,0.032,0.267
BARRECA,32.718,-116.677,0.0,2.0,0.033,0.033
BASILLA,30.487,-92.582,607.839,9.0,35.2,908.806
BAYAMPR,18.313,-66.177,0.0,2.0,0.032,0.516
BCORCPA,40.379,-76.016,9.935,2.0,1.516,70.367
BEAVRPA,40.646,-80.242,0.516,2.0,0.067,10.839
BEDCITX,32.842,-97.131,0.0,2.0,0.387,44.367
BEDFOOH,41.406,-81.498,0.0,2.0,0.065,84.233
BEDFOPA,40.017,-78.506,0.0,2.0,0.065,0.323
BEFAMPA,40.38,-76.016,0.0,2.0,10.0,87.433
BEHOSNY,40.74,-73.976,0.0,2.0,0.032,0.567
BEJUVPA,40.382,-76.017,0.0,2.0,0.032,0.161
BELCOTX,31.037,-97.489,0.645,2.0,0.032,1.032
BELMOOH,40.078,-80.96,0.0,2.0,0.032,0.032
BENTOWA,46.222,-119.219,0.0,2.0,3.0,15.742
BERGENJ,40.874,-74.039,0.0,2.0,6.0,462.258
BERKSPA,40.385,-76.02,0.0,2.0,0.032,32.806
BERNANM,35.09,-106.651,0.0,2.0,0.032,0.267
BESECPA,40.382,-76.017,0.0,2.0,0.032,7.032
BFGHITX,29.812,-95.352,0.0,2.0,0.032,0.069
BHCALCA,34.089,-118.074,0.0,2.0,0.032,3.645
BHFLDMI,42.33,-85.192,0.0,2.0,0.097,0.167
BHMHOLD,33.479,-86.79,0.161,2.0,0.032,2.1
BIGHOMT,45.35,-107.272,0.0,2.0,0.032,0.533
BIGHOWY,44.382,-108.039,0.0,2.0,0.033,0.033
BILHOLD,45.784,-108.51,0.0,2.0,0.032,0.484
BKLHOLD,35.374,-119.011,1.581,2.0,0.742,28.032
BLBNATX,32.767,-99.888,492.677,6.0,110.613,579.767
BLHHOLD,48.822,-122.559,0.0,2.0,0.032,0.839
BLOUNTN,35.755,-83.959,0.0,2.0,1.643,4.733
BOEHOLD,31.806,-106.371,0.0,2.0,0.548,1.0
BOIHOLD,43.594,-116.288,0.129,2.0,0.032,0.967
BONNEID,43.495,-112.041,0.0,2.0,0.032,0.871
BOONEKY,39.037,-84.728,99.677,3.5,33.3,200.581
BOPALM,41.127,-76.922,0.0,2.0,0.613,2.0
BOPBRO,40.66,-74.004,0.0,2.0,0.032,0.033
BOPBUT,36.14,-78.746,0.0,2.0,0.226,1.0
BOPCAA,41.567,-75.412,0.0,2.0,0.032,1.0
BOPCNV,36.159,-86.781,0.0,2.0,0.032,1.067
BOPCUM,39.597,-78.754,0.0,2.0,0.467,1.0
BOPDAL,33.201,-101.373,0.0,2.0,0.433,7.133
BOPFAI,39.385,-75.16,0.0,2.0,0.032,0.516
BOPGIL,38.917,-80.782,0.0,2.0,0.065,0.065
BOPGUA,38.795,-106.535,4.355,2.0,0.107,72.133
