code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.052,-106.627,3.065,2.0,1.258,29.3
ABRXSPA,40.192,-75.916,3.0,2.0,0.067,5.0
ABTHOLD,32.57,-99.679,0.0,2.0,0.033,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAMSCO,39.991,-104.798,0.0,2.0,0.032,0.032
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.559,-117.441,1536.645,15.0,4.839,1855.839
AFRC,32.859,-104.415,0.0,2.0,0.032,532.097
AGAHOLD,13.476,144.75,0.0,2.0,0.032,0.533
AGC,18.43,-67.154,0.0,2.0,0.032,59.516
AGMDCCA,33.82,-117.909,0.258,2.0,0.161,1.968
AIRHOPR,18.44,-65.999,0.0,2.0,0.032,1.1
AKCOOKI,61.218,-149.858,0.0,2.0,0.032,0.871
AKFAIRB,64.833,-147.759,0.0,2.0,0.032,0.968
AKHIGHL,61.303,-149.579,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.649,0.0,2.0,0.033,0.161
AKLEMON,58.363,-134.484,0.0,2.0,0.032,0.677
AKMATSU,61.602,-149.109,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.831,0.0,2.0,0.065,0.097
AKPALMC,61.691,-149.008,0.0,2.0,0.065,0.167
AKPSYNJ,40.22,-74.764,0.0,2.0,0.032,0.033
AKWILCC,60.584,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.584,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.068,-79.404,0.0,2.0,0.033,89.067
ALAMOCO,37.455,-105.876,0.032,2.0,0.032,0.036
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.8
ALBCONY,42.751,-73.816,14.065,3.5,1.367,52.968
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALBHOLD,42.765,-73.812,0.032,2.0,0.032,0.194
ALEXAAL,38.798,-77.065,0.0,2.0,0.033,0.033
ALEXAVA,38.798,-77.065,3.613,2.0,0.065,6.533
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.213,-78.017,9.613,2.0,3.0,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALMHOLD,37.489,-105.86,0.935,2.0,0.032,0.935
AMTHOLD,35.225,-101.741,2.355,2.0,0.033,3.226
ANCHOAK,61.219,-149.857,1.355,2.0,0.065,9.714
ANJUVMN,45.181,-93.124,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.365,0.0,2.0,0.097,3.517
