code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.052,-106.627,10.8,3.5,3.71,29.3
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAMSCO,39.991,-104.798,0.0,2.0,0.032,0.032
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.559,-117.441,589.867,9.0,4.839,589.867
AGAHOLD,13.476,144.75,0.033,2.0,0.032,0.533
AGC,18.43,-67.154,0.0,2.0,0.032,59.516
AIRHOPR,18.44,-65.999,0.0,2.0,0.032,0.516
AKCOOKI,61.218,-149.858,0.467,2.0,0.033,0.871
AKFAIRB,64.833,-147.759,0.0,2.0,0.032,0.968
AKHIGHL,61.303,-149.579,0.9,2.0,0.032,3.857
AKKETCH,55.348,-131.649,0.0,2.0,0.033,0.161
AKLEMON,58.363,-134.484,0.067,2.0,0.032,0.677
AKMATSU,61.602,-149.109,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.831,0.0,2.0,0.065,0.097
AKPALMC,61.691,-149.008,0.0,2.0,0.065,0.065
AKWILPT,60.584,-151.3,0.0,2.0,0.065,0.129
ALAMCNC,36.068,-79.404,30.8,3.5,30.8,89.067
ALBCONY,42.751,-73.816,8.233,2.0,1.6,32.233
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.032
ALEXAVA,38.798,-77.065,0.0,2.0,0.065,0.323
ALHAMCA,34.092,-118.127,0.067,2.0,0.032,25.964
ALLEGNY,42.213,-78.017,12.167,3.5,3.806,23.677
ALLEGPA,40.435,-79.994,2.733,2.0,1.839,16.484
ALMHOLD,37.489,-105.86,0.433,2.0,0.097,0.929
ANCHOAK,61.219,-149.857,0.367,2.0,0.367,9.714
ANJUVMN,45.181,-93.124,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.365,2.433,2.0,0.143,3.517
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.839,0.0,2.0,0.032,0.467
ASHRSFL,26.185,-80.119,1.367,2.0,0.29,2.903
ATLANGA,33.763,-84.387,57.167,3.5,56.69,214.3
ATLHOLD,33.753,-84.394,20.333,3.5,20.333,41.935
AURORCO,39.71,-104.796,0.0,2.0,0.032,0.032
AUSHOLD,30.269,-97.739,8.9,2.0,0.129,17.226
AVPARLA,31.117,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.861,0.0,2.0,0.033,0.033
BAILECA,32.59,-116.921,0.0,2.0,0.6,0.806
BAKERFL,30.296,-82.122,257.333,6.0,43.4,295.161
BALDWAL,30.885,-87.775,2.2,2.0,1.633,8.742
BALHOLD,39.255,-76.681,8.267,2.0,6.679,13.367
BANNOID,42.825,-112.389,0.0,2.0,0.032,5.065
BARNSMA,41.7,-70.303,0.267,2.0,0.267,0.267
BARRECA,32.718,-116.677,0.0,2.0,0.033,0.033
BASILLA,30.487,-92.582,544.833,9.0,233.483,756.774
BEDCITX,32.842,-97.131,2.333,2.0,1.968,44.367
BEDFOOH,41.406,-81.498,37.5,3.5,12.733,84.233
BEDFOPA,40.017,-78.506,0.0,2.0,0.065,0.323
BEFAMPA,40.38,-76.016,78.9,3.5,29.929,83.226
BEJUVPA,40.382,-76.017,0.0,2.0,0.032,0.161
BENTOWA,46.222,-119.219,0.0,2.0,3.0,15.742
BERGENJ,40.874,-74.039,119.167,6.0,85.387,142.7
BERKSPA,40.385,-76.02,0.0,2.0,0.032,32.806
BERNANM,35.09,-106.651,0.0,2.0,0.032,0.267
BESECPA,40.382,-76.017,0.733,2.0,0.032,7.032
BHCALCA,34.089,-118.074,0.0,2.0,0.032,3.645
BHMHOLD,33.479,-86.79,0.0,2.0,2.1,2.1
BIGHOMT,45.35,-107.272,0.0,2.0,0.032,0.533
BIGHOWY,44.382,-108.039,0.0,2.0,0.033,0.033
BKLHOLD,35.374,-119.011,10.267,3.5,7.667,28.032
BLOUNTN,35.755,-83.959,0.0,2.0,1.643,4.733
BOEHOLD,31.806,-106.371,1.0,2.0,1.0,1.0
BONNEID,43.495,-112.041,0.0,2.0,0.032,0.871
BOONEKY,39.037,-84.728,147.0,6.0,33.3,200.581
BOPALM,41.127,-76.922,0.0,2.0,0.613,2.0
BOPBRO,40.66,-74.004,0.0,2.0,0.032,0.032
BOPBUT,36.14,-78.746,0.0,2.0,0.226,1.0
BOPCAA,41.567,-75.412,0.0,2.0,0.032,1.0
BOPCUM,39.597,-78.754,0.0,2.0,0.467,1.0
BOPGUA,38.795,-106.535,30.833,3.5,25.71,72.133
BOPHON,21.334,-157.928,54.933,3.5,32.724,70.871
BOPLOF,34.677,-120.498,3.167,2.0,0.033,3.167
BOPLOS,34.054,-118.24,0.0,2.0,0.032,0.032
BOPMAR,37.663,-88.984,0.0,2.0,0.933,1.0
BOPMCR,36.686,-84.388,0.0,2.0,0.032,1.0
BOPMEM,35.156,-89.867,0.0,2.0,0.107,1.033
BOPMIM,25.778,-80.193,0.0,2.0,0.065,0.065
BOPOAD,30.832,-92.637,481.633,6.0,466.194,773.067
BOPRAE,32.054,-82.877,0.0,2.0,0.032,0.033
BOPRCH,44.024,-92.436,0.0,2.0,0.871,2.0
BOPSDC,32.714,-117.166,0.767,2.0,0.533,2.033
BOPSET,47.422,-122.301,0.133,2.0,0.032,0.871
BOPSPG,37.177,-93.325,0.5,2.0,0.355,8.5
BOPTCP,32.085,-110.865,0.0,2.0,0.71,0.871
BOPTHA,39.408,-87.455,2.0,2.0,0.567,2.065
BOPTRV,28.445,-98.322,0.0,2.0,0.129,0.129
BOPVIM,34.565,-117.367,0.0,2.0,0.033,0.033
BOSHOLD,42.483,-71.209,0.4,2.0,0.1,4.323
BOTTIND,48.828,-100.45,0.067,2.0,0.032,0.933
BOWCOTX,33.421,-94.043,0.0,2.0,0.194,0.194
BPC,42.368,-71.052,0.0,2.0,0.032,1.806
BRADEFL,27.495,-82.573,0.0,2.0,0.3,1.0
BRCHOLD,40.272,-103.625,1.033,2.0,0.323,1.833
BRGMCFL,26.102,-80.141,0.0,2.0,0.032,0.645
BRINDMA,41.666,-70.996,203.7,6.0,128.258,242.548
BROADMT,46.322,-111.515,0.0,2.0,0.065,0.533
BROCRFL,26.034,-80.42,0.0,2.0,0.067,0.067
BROJAFL,26.116,-80.142,0.0,2.0,0.032,0.032
BROKSTX,27.248,-98.127,0.0,2.0,0.179,0.179
BROMMNY,42.131,-75.914,0.0,2.0,0.033,0.548
BROWNSD,45.465,-98.486,0.0,2.0,0.207,0.258
BSAHOLD,41.868,-87.866,15.433,3.5,0.032,19.258
BSCDRTX,32.224,-101.506,0.0,2.0,0.857,0.857
BSCORTX,32.221,-101.508,0.0,2.0,0.107,0.643
BSFLTTX,32.225,-101.528,0.0,2.0,0.107,0.107
BSGDFTX,33.201,-101.373,0.0,2.0,0.536,0.536
BSNTRTX,32.263,-101.493,0.0,2.0,0.033,0.033
BTV,43.02,-78.202,434.5,6.0,383.172,574.067
BURLEND,46.797,-100.727,0.4,2.0,0.4,1.138
BURNETX,30.741,-98.253,0.0,2.0,0.032,0.267
BUTLEKS,37.817,-96.862,15.2,3.5,0.226,17.29
BUTLEOH,39.388,-84.556,114.533,6.0,53.161,228.677
BWDGICA,34.063,-118.239,0.633,2.0,0.633,4.645
CACTYCA,35.152,-117.859,139.933,6.0,14.194,139.933
CAJUVMN,44.788,-93.593,0.0,2.0,0.033,0.786
CALDWMO,39.642,-94.047,45.233,3.5,27.607,60.433
CALHOMI,42.317,-85.176,164.1,6.0,117.6,218.8
CAMBRPA,40.484,-78.701,18.667,3.5,14.032,121.581
CAMCOWY,44.277,-105.512,0.0,2.0,0.065,0.2
CAMEDAZ,33.027,-111.394,0.467,2.0,0.467,0.467
CAMERTX,25.908,-97.495,0.0,2.0,0.032,0.774
CARBOWY,41.796,-107.223,0.0,2.0,0.033,0.903
CARJAMN,44.787,-93.593,26.7,3.5,21.233,45.387
CARROMD,39.572,-76.987,4.833,2.0,0.167,17.3
CASCAMT,47.432,-111.507,1.767,2.0,0.065,3.433
CASPCAL,33.163,-115.485,0.0,2.0,0.036,1.097
CASSCND,46.87,-96.836,0.0,2.0,0.033,0.452
CASSCNE,41.012,-95.883,37.467,3.5,14.393,42.452
CATTANY,42.252,-78.8,0.0,2.0,0.065,1.194
CAWVALL,34.081,-117.529,0.0,2.0,0.032,0.067
CAYUGNY,42.98,-76.543,0.0,2.0,0.032,0.333
CBRRSNC,35.409,-80.578,0.5,2.0,0.032,3.433
CCADCAZ,33.044,-111.377,75.533,3.5,62.767,99.367
CCAFLAZ,33.043,-111.372,216.567,6.0,179.903,223.241
CCAHUTX,30.565,-97.419,520.233,9.0,137.067,527.433
CCASDCA,32.576,-116.915,681.033,9.0,655.536,702.267
CEMEDFL,25.788,-80.216,0.0,2.0,0.258,0.452
CFREDVA,39.199,-78.144,0.0,2.0,0.968,0.968
CGRMCAZ,32.872,-111.74,0.0,2.0,0.032,0.1
CHACONY,42.255,-79.504,4.6,2.0,0.355,14.433
CHAHOLD,18.34,-64.927,0.233,2.0,0.032,0.323
CHARLSC,32.845,-80.014,27.367,3.5,1.0,133.968
CHASEKS,38.368,-96.539,31.967,3.5,20.774,50.387
CHATHGA,32.067,-81.169,0.033,2.0,0.033,0.033
CHELAWA,47.422,-120.315,0.0,2.0,0.065,6.645
CHIHOLD,41.975,-87.89,22.267,3.5,0.032,22.966
CHIPPMI,46.497,-84.346,35.233,3.5,21.129,54.742
CHRISMO,37.02,-93.205,22.133,3.5,7.29,31.7
CHYHOLD,41.137,-104.82,0.433,2.0,0.033,1.032
CITRUFL,28.845,-82.477,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,0.4,2.0,0.129,2.419
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.63,-122.679,0.0,2.0,0.033,0.033
CLICONY,44.721,-73.467,5.867,2.0,3.323,25.806
CLINTPA,41.151,-77.35,58.0,3.5,53.548,178.645
