code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.052,-106.627,9.935,2.0,3.71,11.968
ADACOID,43.607,-116.27,0.0,2.0,1.097,10.194
ADAMSWA,47.127,-118.383,0.129,2.0,0.065,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
AGC,18.43,-67.154,37.613,3.5,13.968,48.387
AIRHOPR,18.44,-65.999,0.0,2.0,0.067,0.097
AKCOOKI,61.218,-149.858,0.871,2.0,0.065,0.871
AKFAIRB,64.833,-147.759,0.0,2.0,0.033,0.968
AKHIGHL,61.303,-149.579,0.0,2.0,0.032,3.857
AKLEMON,58.363,-134.484,0.581,2.0,0.032,0.581
AKMATSU,61.602,-149.109,0.0,2.0,0.129,0.129
AKWILPT,60.584,-151.3,0.0,2.0,0.065,0.065
ALAMCNC,36.068,-79.404,72.839,3.5,57.258,89.067
ALBCONY,42.751,-73.816,2.548,2.0,1.6,18.032
ALEXAVA,38.798,-77.065,0.0,2.0,0.065,0.2
ALHAMCA,34.092,-118.127,0.677,2.0,0.677,25.964
ALLEGNY,42.213,-78.017,5.258,2.0,4.968,23.677
ALLEGPA,40.435,-79.994,11.484,3.5,6.71,16.484
ANCHOAK,61.219,-149.857,3.129,2.0,1.29,6.516
ANJUVMN,45.181,-93.124,0.0,2.0,0.067,0.067
APACHAZ,34.502,-109.365,0.161,2.0,0.143,0.806
ARLCOVA,38.891,-77.083,10.226,3.5,0.871,52.29
AROOSME,46.125,-67.839,0.0,2.0,0.065,0.333
ATLANGA,33.763,-84.387,169.0,6.0,162.613,214.3
ATLHOLD,33.753,-84.394,31.129,3.5,26.71,33.6
AURORCO,39.71,-104.796,0.032,2.0,0.032,0.032
AZDCTUC,32.066,-110.861,0.0,2.0,0.033,0.033
BALHOLD,39.255,-76.681,8.161,2.0,7.839,13.367
BANNOID,42.825,-112.389,0.452,2.0,0.032,5.065
BASILLA,30.487,-92.582,504.581,9.0,315.1,756.774
BEDCITX,32.842,-97.131,10.871,3.5,2.935,44.367
BEDFOOH,41.406,-81.498,23.323,3.5,12.733,27.097
BEDFOPA,40.017,-78.506,0.0,2.0,0.226,0.323
BEFAMPA,40.38,-76.016,79.129,3.5,63.321,83.226
BENTOWA,46.222,-119.219,5.935,2.0,3.75,15.742
BERGENJ,40.874,-74.039,125.032,6.0,104.774,142.7
BERKSPA,40.385,-76.02,28.484,3.5,18.0,32.806
BERNANM,35.09,-106.651,0.0,2.0,0.032,0.267
BESECPA,40.382,-76.017,3.613,2.0,1.633,7.032
BHCALCA,34.089,-118.074,0.0,2.0,0.484,3.645
BIGHOMT,45.35,-107.272,0.065,2.0,0.032,0.2
BIGHOWY,44.382,-108.039,0.0,2.0,0.033,0.033
BKLHOLD,35.374,-119.011,11.613,3.5,8.839,16.1
BLOUNTN,35.755,-83.959,0.0,2.0,1.643,4.733
BOEHOLD,31.806,-106.371,1.0,2.0,1.0,1.0
BONNEID,43.495,-112.041,0.0,2.0,0.097,0.871
BOONEKY,39.037,-84.728,109.032,6.0,33.3,117.097
BOPALM,41.127,-76.922,2.0,2.0,2.0,2.0
BOPCUM,39.597,-78.754,1.0,2.0,1.0,1.0
BOPGUA,38.795,-106.535,57.484,3.5,32.133,72.133
BOPHON,21.334,-157.928,60.387,3.5,48.355,70.871
BOPLOF,34.677,-120.498,0.0,2.0,0.033,0.033
BOPLOS,34.054,-118.24,0.0,2.0,0.032,0.032
BOPMAR,37.663,-88.984,1.0,2.0,1.0,1.0
BOPMEM,35.156,-89.867,1.0,2.0,1.0,1.0
BOPMIM,25.778,-80.193,0.0,2.0,0.065,0.065
BOPOAD,30.832,-92.637,526.581,9.0,466.194,744.821
BOPRAE,32.054,-82.877,0.0,2.0,0.032,0.033
BOPRCH,44.024,-92.436,1.0,2.0,1.0,2.0
BOPSPG,37.177,-93.325,6.452,2.0,5.29,6.967
BOPTHA,39.408,-87.455,1.806,2.0,1.806,2.065
BOSHOLD,42.483,-71.209,0.226,2.0,0.1,0.226
BOTTIND,48.828,-100.45,0.194,2.0,0.071,0.933
BOWCOTX,33.421,-94.043,0.0,2.0,0.194,0.194
BPC,42.368,-71.052,0.0,2.0,0.1,1.806
BRADEFL,27.495,-82.573,0.0,2.0,0.3,1.0
BRINDMA,41.666,-70.996,234.516,6.0,128.258,234.516
BROADMT,46.322,-111.515,0.194,2.0,0.097,0.194
BROCRFL,26.034,-80.42,0.0,2.0,0.067,0.067
BROKSTX,27.248,-98.127,0.0,2.0,0.179,0.179
BROMMNY,42.131,-75.914,0.194,2.0,0.033,0.548
BTV,43.02,-78.202,545.645,9.0,477.806,549.645
BUTLEKS,37.817,-96.862,3.323,2.0,0.226,9.968
BUTLEOH,39.388,-84.556,155.29,6.0,145.677,228.677
BWDGICA,34.063,-118.239,2.097,2.0,1.355,4.645
CAJUVMN,44.788,-93.593,0.129,2.0,0.065,0.194
CALDWMO,39.642,-94.047,37.968,3.5,30.194,60.433
CALHOMI,42.317,-85.176,182.516,6.0,164.452,218.8
CAMBRPA,40.484,-78.701,35.871,3.5,35.871,121.581
CAMCOWY,44.277,-105.512,0.0,2.0,0.065,0.2
CARBOWY,41.796,-107.223,0.0,2.0,0.033,0.903
CARJAMN,44.787,-93.593,22.161,3.5,22.161,45.387
CARROMD,39.572,-76.987,3.065,2.0,0.167,9.633
CASCAMT,47.432,-111.507,1.129,2.0,0.226,2.645
CASPCAL,33.163,-115.485,0.0,2.0,0.036,1.097
CASSCNE,41.012,-95.883,36.484,3.5,14.393,36.484
CATTANY,42.252,-78.8,0.097,2.0,0.065,1.194
CAYUGNY,42.98,-76.543,0.0,2.0,0.033,0.29
CBRRSNC,35.409,-80.578,2.129,2.0,1.097,2.129
CCADCAZ,33.044,-111.377,76.452,3.5,62.767,99.367
CCAFLAZ,33.043,-111.372,207.258,6.0,186.767,219.387
CCAHUTX,30.565,-97.419,235.29,6.0,137.067,429.29
CCASDCA,32.576,-116.915,690.258,9.0,672.355,691.742
CEMEDFL,25.788,-80.216,0.452,2.0,0.452,0.452
CFREDVA,39.199,-78.144,0.0,2.0,0.968,0.968
CGRMCAZ,32.872,-111.74,0.0,2.0,0.1,0.1
CHACONY,42.255,-79.504,10.516,3.5,1.968,10.633
CHARLSC,32.845,-80.014,23.613,3.5,1.0,37.548
CHASEKS,38.368,-96.539,29.839,3.5,24.5,50.387
CHELAWA,47.422,-120.315,5.258,2.0,1.968,6.645
CHIPPMI,46.497,-84.346,37.452,3.5,21.129,38.419
CHRISMO,37.02,-93.205,12.871,3.5,11.742,31.7
CITRUFL,28.845,-82.477,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,0.903,2.0,0.767,2.419
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.63,-122.679,0.0,2.0,0.033,0.033
CLICONY,44.721,-73.467,3.323,2.0,3.323,25.806
CLINTPA,41.151,-77.35,64.258,3.5,64.258,178.645
CMPJVNY,42.913,-78.868,0.323,2.0,0.065,0.452
COBBJGA,33.908,-84.577,21.903,3.5,20.3,29.581
COCONAZ,35.187,-111.64,0.387,2.0,0.065,0.903
COLCASC,34.08,-80.977,34.226,3.5,26.548,39.433
COLLIFL,26.128,-81.765,22.742,3.5,14.355,29.75
COLOMNY,42.249,-73.756,0.0,2.0,0.071,0.071
COLUMOR,45.848,-122.819,19.548,3.5,9.032,43.677
COLUMPA,40.998,-76.45,9.419,2.0,0.161,38.29
COMFTFL,25.733,-80.383,0.129,2.0,0.071,1.097
CONEJCO,37.167,-106.0,1.839,2.0,1.29,3.0
CONVEWY,42.76,-105.381,0.0,2.0,0.033,0.233
COSTACA,33.652,-117.912,1.645,2.0,0.667,4.607
COWJVWA,46.141,-122.92,0.097,2.0,0.097,2.839
CSCNWWA,47.25,-122.422,1011.677,12.0,909.129,1023.065
CSYJVNY,43.097,-79.054,0.0,2.0,0.065,0.179
CTLAFSL,41.761,-72.683,2.0,2.0,1.033,4.742
CTYORCI,41.323,-72.237,0.0,2.0,0.2,14.867
CUMBEME,43.651,-70.282,46.484,3.5,24.633,50.0
CUSTEMT,46.408,-105.845,0.0,2.0,0.194,0.194
DALHOLD,32.824,-96.872,7.0,2.0,5.323,25.032
DAVIDTN,36.157,-86.772,20.903,3.5,19.0,62.29
DAWSOMT,47.105,-104.716,0.0,2.0,0.067,0.323
DEAPDMI,42.314,-83.2,9.645,2.0,8.357,14.867
