code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.053,-106.629,5.8,2.0,3.71,29.3
ABRXSPA,40.192,-75.916,0.0,2.0,0.067,0.194
ABTHOLD,32.562,-99.635,0.433,2.0,0.065,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAMSCO,39.987,-104.799,0.0,2.0,0.032,0.032
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.558,-117.442,1157.6,12.0,4.839,1262.133
AFRC,32.857,-104.415,0.0,2.0,16.967,532.097
AGAHOLD,13.477,144.748,0.067,2.0,0.032,0.533
AGC,18.494,-67.142,0.0,2.0,0.032,59.516
AIRHOPR,18.44,-66.005,0.0,2.0,0.032,1.1
AKCOOKI,61.219,-149.871,0.0,2.0,0.032,0.871
AKFAIRB,64.835,-147.761,0.0,2.0,0.032,0.968
AKHIGHL,61.304,-149.58,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.65,0.0,2.0,0.033,0.161
AKLEMON,58.361,-134.488,0.0,2.0,0.032,0.677
AKMATSU,61.601,-149.119,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.832,0.0,2.0,0.065,0.097
AKPALMC,61.588,-149.127,0.0,2.0,0.065,0.167
AKPSYNJ,40.257,-74.816,0.0,2.0,0.032,0.033
AKWILCC,60.583,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.583,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.069,-79.402,0.0,2.0,0.065,89.067
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.032
ALBCONY,42.751,-73.815,3.467,2.0,1.367,38.677
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALEXAVA,38.799,-77.067,0.733,2.0,0.065,1.929
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.212,-78.017,8.8,2.0,3.0,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALMHOLD,37.488,-105.86,0.2,2.0,0.032,0.929
AMTHOLD,35.223,-101.749,0.433,2.0,0.161,0.933
ANCHOAK,61.218,-149.858,0.4,2.0,0.065,9.714
ANJUVMN,45.181,-93.122,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.364,0.0,2.0,0.097,3.517
APIBHCA,32.774,-117.044,0.0,2.0,0.065,0.071
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.838,0.0,2.0,0.032,0.467
ARRMCCA,34.076,-117.353,0.0,2.0,0.032,0.267
ASHECNC,36.419,-81.46,0.0,2.0,0.032,0.033
ASHRSFL,26.123,-80.137,0.3,2.0,0.161,2.903
ATLANGA,33.747,-84.395,14.1,3.5,6.567,214.3
ATLHOLD,33.753,-84.393,10.1,3.5,10.032,41.935
AURORCO,39.71,-104.79,0.0,2.0,0.032,0.032
AUSHOLD,30.27,-97.739,3.233,2.0,0.129,17.226
AVPARLA,31.116,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.859,0.0,2.0,0.033,0.033
AZSPPER,33.463,-112.444,0.0,2.0,0.065,0.065
BAILECA,32.59,-116.921,0.0,2.0,0.036,0.806
BAKERFL,30.296,-82.122,184.1,6.0,43.4,295.161
BALDWAL,30.885,-87.775,2.867,2.0,1.323,8.742
BALHOLD,39.255,-76.681,2.8,2.0,1.935,13.367
BANNOID,42.839,-112.41,0.0,2.0,0.032,5.065
BARNSMA,41.699,-70.304,0.0,2.0,0.267,0.267
BARRECA,32.73,-116.695,0.0,2.0,0.033,0.033
BASILLA,30.487,-92.583,721.333,9.0,233.483,824.167
BEDCITX,32.841,-97.133,14.733,3.5,1.968,44.367
BEDFOOH,41.409,-81.497,0.267,2.0,0.065,84.233
BEDFOPA,40.008,-78.505,0.0,2.0,0.065,0.323
BEFAMPA,40.38,-76.02,87.433,3.5,23.742,87.433
BEHOSNY,40.74,-73.976,0.0,2.0,0.567,0.567
BEJUVPA,40.383,-76.017,0.0,2.0,0.032,0.161
BENTOWA,46.221,-119.221,0.0,2.0,3.0,15.742
BERGENJ,40.874,-74.039,105.933,6.0,85.387,188.3
BERKSPA,40.383,-76.017,0.0,2.0,0.032,32.806
