code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.053,-106.629,8.033,2.0,3.71,29.3
ABRXSPA,40.192,-75.916,4.2,2.0,0.067,5.0
ABTHOLD,32.562,-99.635,0.0,2.0,0.033,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAMSCO,39.987,-104.799,0.0,2.0,0.032,0.032
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.558,-117.442,1678.7,15.0,4.839,1678.7
AFRC,32.857,-104.415,0.0,2.0,16.967,532.097
AGAHOLD,13.477,144.748,0.0,2.0,0.032,0.533
AGC,18.494,-67.142,0.0,2.0,0.032,59.516
AGMDCCA,33.821,-117.91,1.7,2.0,0.161,1.71
AIRHOPR,18.44,-66.005,0.0,2.0,0.032,1.1
AKCOOKI,61.219,-149.871,0.033,2.0,0.032,0.871
AKFAIRB,64.835,-147.761,0.0,2.0,0.032,0.968
AKHIGHL,61.304,-149.58,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.65,0.0,2.0,0.033,0.161
AKLEMON,58.361,-134.488,0.0,2.0,0.032,0.677
AKMATSU,61.601,-149.119,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.832,0.0,2.0,0.065,0.097
AKPALMC,61.588,-149.127,0.0,2.0,0.065,0.167
AKPSYNJ,40.257,-74.816,0.0,2.0,0.032,0.033
AKWILCC,60.583,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.583,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.069,-79.402,0.033,2.0,0.033,89.067
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.8
ALBCONY,42.751,-73.815,43.567,3.5,1.367,48.097
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALBHOLD,42.753,-73.769,0.0,2.0,0.032,0.194
ALEXAVA,38.799,-77.067,6.533,2.0,0.065,6.533
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.212,-78.017,13.633,3.5,3.0,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALMHOLD,37.488,-105.86,0.2,2.0,0.032,0.929
AMTHOLD,35.223,-101.749,0.133,2.0,0.033,0.933
ANCHOAK,61.218,-149.858,0.0,2.0,0.065,9.714
ANJUVMN,45.181,-93.122,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.364,0.0,2.0,0.097,3.517
APIBHCA,32.774,-117.044,1.333,2.0,0.065,2.613
APPSCLA,30.62,-92.757,41.633,3.5,11.516,41.633
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.838,0.0,2.0,0.032,0.467
ARRMCCA,34.076,-117.353,0.0,2.0,0.032,0.267
ASHECNC,36.419,-81.46,0.0,2.0,0.032,0.033
ASHRSFL,26.123,-80.137,1.033,2.0,0.161,3.032
ATLANGA,33.747,-84.395,135.867,6.0,6.567,255.9
ATLHOLD,33.753,-84.393,14.133,3.5,10.032,41.935
AURORCO,39.71,-104.79,0.0,2.0,0.032,0.032
AUSHOLD,30.27,-97.739,4.6,2.0,0.129,17.226
AVPARLA,31.116,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.859,0.0,2.0,0.033,0.033
AZSPPER,33.463,-112.444,0.0,2.0,0.033,0.065
AZSVCPC,33.453,-112.026,0.0,2.0,0.097,0.7
BAILECA,32.59,-116.921,0.0,2.0,0.036,0.806
BAKERFL,30.296,-82.122,193.267,6.0,43.4,295.161
BALDWAL,30.885,-87.775,1.267,2.0,0.774,8.742
BALHOLD,39.255,-76.681,4.1,2.0,1.935,13.367
BANNOID,42.839,-112.41,0.0,2.0,0.032,5.065
BARNSMA,41.699,-70.304,0.0,2.0,0.267,0.267
BARRECA,32.73,-116.695,0.0,2.0,0.033,0.033
BASILLA,30.487,-92.583,0.0,2.0,120.903,824.167
BEDCITX,32.841,-97.133,31.5,3.5,1.968,44.367
BEDFOOH,41.409,-81.497,0.0,2.0,0.065,84.233
BEDFOPA,40.008,-78.505,0.0,2.0,0.065,0.323
BEFAMPA,40.38,-76.02,71.6,3.5,23.742,87.433
BEHOSNY,40.74,-73.976,0.0,2.0,0.567,0.567
BEJUVPA,40.383,-76.017,0.0,2.0,0.032,0.161
BENTOWA,46.221,-119.221,0.0,2.0,3.0,15.742
BERGENJ,40.874,-74.039,144.433,6.0,83.033,188.3
BERKSPA,40.383,-76.017,0.0,2.0,0.032,32.806
BERNANM,35.089,-106.651,0.0,2.0,0.032,0.267
BESECPA,40.383,-76.017,0.0,2.0,0.032,7.032
BFGHITX,29.811,-95.353,0.0,2.0,0.069,0.069
BHCALCA,34.077,-118.073,0.0,2.0,0.032,3.645
BHFLDMI,42.33,-85.192,0.0,2.0,0.097,0.167
BHMHOLD,33.48,-86.791,0.0,2.0,0.032,2.1
BIGHOMT,45.733,-107.609,0.0,2.0,0.032,0.533
BIGHOWY,44.383,-108.04,0.0,2.0,0.033,0.033
BILHOLD,45.784,-108.51,0.033,2.0,0.032,0.033
BKLHOLD,35.374,-119.011,12.267,3.5,5.7,28.032
BLHHOLD,48.822,-122.561,0.133,2.0,0.032,0.367
BLOUNTN,35.75,-83.991,0.0,2.0,1.643,4.733
BOEHOLD,31.792,-106.403,1.0,2.0,1.0,1.0
BOIHOLD,43.593,-116.286,0.267,2.0,0.033,0.71
BONNEID,43.495,-112.041,0.0,2.0,0.032,0.871
BOONEKY,39.037,-84.724,145.667,6.0,33.3,200.581
BOPALM,41.128,-76.922,0.0,2.0,0.613,2.0
BOPBRO,40.66,-74.003,0.0,2.0,0.032,0.033
BOPBUT,36.187,-78.741,0.0,2.0,0.226,1.0
BOPCAA,41.565,-75.42,1.0,2.0,0.032,1.0
BOPCNV,36.226,-86.627,0.0,2.0,0.032,1.067
BOPCUM,39.597,-78.754,0.0,2.0,0.467,1.0
BOPGUA,18.423,-66.112,11.133,3.5,5.7,72.133
BOPHON,21.333,-157.929,30.267,3.5,19.645,70.871
BOPLEX,38.104,-84.56,0.0,2.0,0.032,0.032
BOPLOF,34.677,-120.5,1.567,2.0,0.033,3.267
BOPLOM,34.679,-120.505,0.067,2.0,0.032,0.067
BOPLOS,34.054,-118.238,0.0,2.0,0.032,0.032
BOPMAR,37.663,-88.984,0.0,2.0,0.933,1.0
BOPMCR,36.688,-84.388,0.0,2.0,0.032,1.0
BOPMEM,35.156,-89.867,0.0,2.0,0.107,1.033
BOPMIM,25.778,-80.193,0.0,2.0,0.033,0.065
BOPOAD,30.821,-92.641,1.0,2.0,1.0,773.067
BOPPHX,33.832,-112.168,0.0,2.0,0.032,0.214
BOPRAE,32.052,-82.874,0.0,2.0,0.032,0.179
BOPRCH,44.023,-92.44,0.0,2.0,0.871,2.0
