code,latitude,longitude,N,size,N_min,N_max
AAORDMD,39.2,-76.594,0.0,2.0,0.3,117.097
ABQHOLD,35.053,-106.629,1.867,2.0,0.032,29.3
ABRMCTX,32.36,-99.743,0.0,2.0,0.129,0.129
ABRXSPA,40.192,-75.916,0.0,2.0,0.067,5.0
ABTHOLD,32.562,-99.635,0.0,2.0,0.033,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAIRKY,37.104,-85.307,0.0,2.0,0.032,0.032
ADAMSCO,39.987,-104.799,0.0,2.0,0.032,0.032
ADAMSMS,31.569,-91.23,2228.267,15.0,6.467,2247.29
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.558,-117.442,309.033,6.0,1.742,1855.839
ADVHBCA,35.383,-119.021,0.1,2.0,0.032,1.033
ADVHDCA,35.769,-119.247,0.0,2.0,0.133,0.161
AFRC,32.857,-104.415,0.0,2.0,0.032,532.097
AGAHOLD,13.477,144.748,0.0,2.0,0.032,0.893
AGC,18.494,-67.142,0.1,2.0,0.032,59.516
AGMDCCA,33.821,-117.91,0.0,2.0,0.032,1.968
AIRHOPR,18.44,-66.005,0.0,2.0,0.032,1.1
AKCOOKI,61.219,-149.871,0.0,2.0,0.032,0.871
AKFAIRB,64.835,-147.761,0.0,2.0,0.032,0.968
AKGSCCC,61.358,-150.006,0.0,2.0,0.032,0.129
AKHIGHL,61.304,-149.58,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.65,0.0,2.0,0.033,0.161
AKLEMON,58.361,-134.488,0.0,2.0,0.032,0.677
AKMATSU,61.601,-149.119,0.1,2.0,0.1,0.129
AKMCYOU,61.188,-149.832,0.0,2.0,0.065,0.097
AKPALMC,61.588,-149.127,0.0,2.0,0.065,0.167
AKPSYNJ,40.257,-74.816,0.0,2.0,0.032,0.033
AKWILCC,60.583,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.583,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.069,-79.402,27.133,3.5,0.033,89.067
ALAMOCO,37.455,-105.876,0.0,2.0,0.032,0.036
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.8
ALBCONY,42.751,-73.815,0.0,2.0,1.258,291.774
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALBHOLD,42.753,-73.769,1.033,2.0,0.032,2.143
ALESSAZ,33.576,-111.927,0.0,2.0,9.097,202.806
ALEXAAL,38.798,-77.065,0.0,2.0,0.033,0.033
ALEXAVA,38.799,-77.067,0.0,2.0,0.032,6.533
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.212,-78.017,10.267,3.5,0.032,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALLENIN,41.083,-85.14,0.0,2.0,0.172,2.133
