code,latitude,longitude,N,size,N_min,N_max
AAORDMD,39.2,-76.594,0.0,2.0,0.3,117.097
ABQHOLD,35.053,-106.629,0.065,2.0,0.032,29.3
ABRMCTX,32.36,-99.743,0.0,2.0,0.129,0.129
ABRXSPA,40.192,-75.916,0.0,2.0,0.067,5.0
ABTHOLD,32.562,-99.635,0.0,2.0,0.033,1.067
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAIRKY,37.104,-85.307,0.0,2.0,0.032,0.032
ADAMSCO,39.987,-104.799,0.0,2.0,0.032,0.032
ADAMSMS,31.569,-91.23,836.581,9.0,6.467,1234.533
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.558,-117.442,61.903,3.5,4.839,1855.839
AFRC,32.857,-104.415,0.194,2.0,0.032,532.097
AGAHOLD,13.477,144.748,0.0,2.0,0.032,0.533
AGC,18.494,-67.142,0.0,2.0,0.032,59.516
AGMDCCA,33.821,-117.91,0.0,2.0,0.032,1.968
AIRHOPR,18.44,-66.005,0.065,2.0,0.032,1.1
AKCOOKI,61.219,-149.871,0.0,2.0,0.032,0.871
AKFAIRB,64.835,-147.761,0.0,2.0,0.032,0.968
AKGSCCC,61.358,-150.006,0.0,2.0,0.032,0.032
AKHIGHL,61.304,-149.58,0.0,2.0,0.032,3.857
AKKETCH,55.348,-131.65,0.0,2.0,0.033,0.161
AKLEMON,58.361,-134.488,0.0,2.0,0.032,0.677
AKMATSU,61.601,-149.119,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.832,0.0,2.0,0.065,0.097
AKPALMC,61.588,-149.127,0.0,2.0,0.065,0.167
AKPSYNJ,40.257,-74.816,0.0,2.0,0.032,0.033
AKWILCC,60.583,-151.3,0.0,2.0,0.161,0.161
AKWILPT,60.583,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.069,-79.402,15.71,3.5,0.033,89.067
ALAMOCO,37.455,-105.876,0.0,2.0,0.032,0.036
ALAMOTX,26.182,-98.119,0.0,2.0,0.032,0.8
ALBCONY,42.751,-73.815,0.0,2.0,1.258,291.774
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.097
ALBHOLD,42.753,-73.769,0.0,2.0,0.032,0.2
ALESSAZ,33.576,-111.927,123.355,6.0,9.097,202.806
ALEXAAL,38.798,-77.065,0.0,2.0,0.033,0.033
ALEXAVA,38.799,-77.067,0.0,2.0,0.032,6.533
ALHAMCA,34.092,-118.127,0.0,2.0,0.032,25.964
ALLEGNY,42.212,-78.017,0.0,2.0,0.032,23.677
ALLEGPA,40.435,-79.994,0.0,2.0,0.129,16.484
ALLENIN,41.083,-85.14,0.806,2.0,0.172,2.133
ALMHOLD,37.488,-105.86,0.0,2.0,0.032,0.935
AMTHOLD,35.223,-101.749,0.452,2.0,0.033,3.286
ANCHOAK,61.218,-149.858,0.0,2.0,0.032,9.714
ANCHOLD,61.212,-149.872,0.0,2.0,0.032,0.097
ANDERSC,34.534,-82.683,0.0,2.0,0.032,0.032
ANDRWTX,32.32,-102.548,0.0,2.0,0.033,0.429
ANJUVMN,45.181,-93.122,0.0,2.0,0.067,0.1
ANSGHTX,32.768,-99.895,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.364,0.0,2.0,0.097,3.517
APIBHCA,32.774,-117.044,0.516,2.0,0.032,7.133
APPSCLA,30.62,-92.757,131.806,6.0,11.516,139.3
ARAPACO,39.614,-105.013,0.0,2.0,0.032,0.032
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.838,0.0,2.0,0.032,0.467
ARRMCCA,34.076,-117.353,0.0,2.0,0.032,1.0
ARTESNM,32.845,-104.405,0.0,2.0,0.032,0.032
ARTSINM,32.86,-104.413,0.0,2.0,0.032,0.032
ASHECNC,36.419,-81.46,0.0,2.0,0.032,0.033
ASHRSFL,26.123,-80.137,0.0,2.0,0.032,3.032
ATLANGA,33.747,-84.395,0.0,2.0,0.032,365.633
ATLHOLD,33.753,-84.393,2.323,2.0,1.613,41.935
ATTHOLD,32.204,-95.854,0.065,2.0,0.032,0.567
AURORCO,39.71,-104.79,0.0,2.0,0.032,1.3
AUSHOLD,30.27,-97.739,1.161,2.0,0.129,17.226
AVPARLA,31.116,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.859,0.0,2.0,0.033,0.033
AZSPFLO,33.029,-111.373,0.0,2.0,0.032,0.032
AZSPPER,33.463,-112.444,0.0,2.0,0.032,0.194
AZSVCPC,33.453,-112.026,0.0,2.0,0.097,0.7
BAILECA,32.59,-116.921,0.0,2.0,0.032,0.806
BAKERFL,30.296,-82.122,120.903,6.0,43.4,295.6
BALDWAL,30.885,-87.775,0.613,2.0,0.194,8.742
BALHOLD,39.255,-76.681,0.613,2.0,0.357,13.367
BANNOID,42.839,-112.41,0.0,2.0,0.032,5.065
BARNSMA,41.699,-70.304,0.0,2.0,0.032,0.267
BARRECA,32.73,-116.695,0.0,2.0,0.033,0.033
