code,latitude,longitude,N,size,N_min,N_max
ABQHOLD,35.053,-106.629,10.767,3.5,3.71,29.3
ABTHOLD,32.562,-99.635,0.167,2.0,0.167,0.167
ADACOID,43.607,-116.27,0.0,2.0,0.032,10.194
ADAMSCO,39.987,-104.799,0.0,2.0,0.032,0.032
ADAMSWA,47.127,-118.383,0.0,2.0,0.032,0.833
ADDCOVT,44.012,-73.164,0.0,2.0,0.032,0.567
ADLNTCA,34.558,-117.442,1172.2,12.0,4.839,1241.258
AGAHOLD,13.477,144.748,0.3,2.0,0.032,0.533
AGC,18.494,-67.142,0.0,2.0,0.032,59.516
AIRHOPR,18.44,-66.005,0.133,2.0,0.032,0.516
AKCOOKI,61.219,-149.871,0.0,2.0,0.033,0.871
AKFAIRB,64.835,-147.761,0.0,2.0,0.032,0.968
AKHIGHL,61.304,-149.58,0.1,2.0,0.032,3.857
AKKETCH,55.348,-131.65,0.0,2.0,0.033,0.161
AKLEMON,58.361,-134.488,0.1,2.0,0.032,0.677
AKMATSU,61.601,-149.119,0.0,2.0,0.129,0.129
AKMCYOU,61.188,-149.832,0.0,2.0,0.065,0.097
AKPALMC,61.588,-149.127,0.0,2.0,0.065,0.167
AKPSYNJ,40.257,-74.816,0.0,2.0,0.032,0.033
AKWILPT,60.583,-151.3,0.0,2.0,0.065,0.133
ALAMCNC,36.069,-79.402,0.0,2.0,21.467,89.067
ALBCONY,42.751,-73.815,1.367,2.0,1.367,32.233
ALBEMVA,38.006,-78.495,0.0,2.0,0.032,0.033
ALEXAVA,38.799,-77.067,0.0,2.0,0.065,0.323
ALHAMCA,34.092,-118.127,0.3,2.0,0.032,25.964
ALLEGNY,42.212,-78.017,5.533,2.0,3.806,23.677
ALLEGPA,40.435,-79.994,1.8,2.0,1.8,16.484
ALMHOLD,37.488,-105.86,0.1,2.0,0.097,0.929
AMTHOLD,35.223,-101.749,0.5,2.0,0.5,0.933
ANCHOAK,61.218,-149.858,0.267,2.0,0.065,9.714
ANJUVMN,45.181,-93.122,0.0,2.0,0.067,0.1
APACHAZ,34.502,-109.364,0.0,2.0,0.097,3.517
ARLCOVA,38.891,-77.083,0.0,2.0,0.032,52.29
AROOSME,46.125,-67.838,0.0,2.0,0.032,0.467
ASHRSFL,26.123,-80.137,0.0,2.0,0.233,2.903
ATLANGA,33.747,-84.395,26.3,3.5,6.567,214.3
ATLHOLD,33.753,-84.393,12.067,3.5,12.067,41.935
AURORCO,39.71,-104.79,0.0,2.0,0.032,0.032
AUSHOLD,30.27,-97.739,7.4,2.0,0.129,17.226
AVPARLA,31.116,-92.067,0.0,2.0,0.032,0.032
AZDCTUC,32.066,-110.859,0.0,2.0,0.033,0.033
BAILECA,32.59,-116.921,0.0,2.0,0.036,0.806
BAKERFL,30.296,-82.122,214.5,6.0,43.4,295.161
BALDWAL,30.885,-87.775,1.533,2.0,1.533,8.742
BALHOLD,39.255,-76.681,8.333,2.0,6.032,13.367
BANNOID,42.839,-112.41,0.0,2.0,0.032,5.065
BARNSMA,41.699,-70.304,0.0,2.0,0.267,0.267
BARRECA,32.73,-116.695,0.0,2.0,0.033,0.033
BASILLA,30.487,-92.583,536.767,9.0,233.483,824.167
BEDCITX,32.841,-97.133,22.867,3.5,1.968,44.367
BEDFOOH,41.409,-81.497,32.433,3.5,12.733,84.233
BEDFOPA,40.008,-78.505,0.0,2.0,0.065,0.323
BEFAMPA,40.38,-76.02,78.267,3.5,29.929,84.633
BEJUVPA,40.383,-76.017,0.0,2.0,0.032,0.161
BENTOWA,46.221,-119.221,0.0,2.0,3.0,15.742
BERGENJ,40.874,-74.039,152.033,6.0,85.387,176.29
BERKSPA,40.383,-76.017,0.0,2.0,0.032,32.806
BERNANM,35.089,-106.651,0.0,2.0,0.032,0.267
BESECPA,40.383,-76.017,0.0,2.0,0.032,7.032
BHCALCA,34.077,-118.073,0.0,2.0,0.032,3.645
BHMHOLD,33.48,-86.791,0.0,2.0,2.1,2.1
BIGHOMT,45.733,-107.609,0.0,2.0,0.032,0.533
BIGHOWY,44.383,-108.04,0.0,2.0,0.033,0.033
BKLHOLD,35.374,-119.011,11.1,3.5,7.667,28.032
BLOUNTN,35.75,-83.991,0.0,2.0,1.643,4.733
BOEHOLD,31.792,-106.403,1.0,2.0,1.0,1.0
BONNEID,43.495,-112.041,0.0,2.0,0.032,0.871
BOONEKY,39.037,-84.724,150.7,6.0,33.3,200.581
BOPALM,41.128,-76.922,0.0,2.0,0.613,2.0
BOPBRO,40.66,-74.003,0.0,2.0,0.032,0.032
BOPBUT,36.187,-78.741,0.0,2.0,0.226,1.0
BOPCAA,41.565,-75.42,0.0,2.0,0.032,1.0
BOPCNV,36.226,-86.627,1.067,2.0,0.032,1.067
BOPCUM,39.597,-78.754,0.0,2.0,0.467,1.0
BOPGUA,18.423,-66.112,15.567,3.5,11.387,72.133
BOPHON,21.333,-157.929,49.367,3.5,32.724,70.871
BOPLOF,34.677,-120.5,1.567,2.0,0.033,3.233
BOPLOM,34.679,-120.505,0.0,2.0,0.032,0.032
BOPLOS,34.054,-118.238,0.0,2.0,0.032,0.032
BOPMAR,37.663,-88.984,0.0,2.0,0.933,1.0
BOPMCR,36.688,-84.388,0.0,2.0,0.032,1.0
BOPMEM,35.156,-89.867,0.0,2.0,0.107,1.033
BOPMIM,25.778,-80.193,0.0,2.0,0.065,0.065
BOPOAD,30.821,-92.641,447.967,6.0,379.633,773.067
BOPRAE,32.052,-82.874,0.0,2.0,0.032,0.033
BOPRCH,44.023,-92.44,0.0,2.0,0.871,2.0
BOPSDC,32.714,-117.166,0.033,2.0,0.033,3.032
BOPSET,47.422,-122.302,0.0,2.0,0.032,1.0
BOPSPG,37.178,-93.323,0.0,2.0,0.032,8.5
BOPTCP,32.08,-110.858,0.0,2.0,0.71,0.871
BOPTHA,39.416,-87.451,2.0,2.0,0.567,2.067
BOPTRV,28.482,-98.157,0.0,2.0,0.129,0.129
BOPVIM,34.572,-117.38,0.0,2.0,0.033,0.033
BOSHOLD,42.483,-71.209,1.0,2.0,0.1,4.323
BOTTIND,48.828,-100.45,0.0,2.0,0.032,0.933
BOWCOTX,33.421,-94.043,0.0,2.0,0.194,0.194
BPC,42.366,-71.052,0.0,2.0,0.032,1.806
BRADEFL,27.495,-82.573,0.0,2.0,0.032,1.0
BRCHOLD,40.272,-103.625,0.333,2.0,0.323,1.833
BRGMCFL,26.103,-80.141,0.0,2.0,0.032,1.065
BRINDMA,41.665,-70.996,153.233,6.0,128.258,242.548
BROADMT,46.321,-111.516,0.0,2.0,0.065,0.533
BROCRFL,26.121,-80.143,0.0,2.0,0.032,0.067
BROJAFL,26.115,-80.143,0.0,2.0,0.032,0.032
BROKSTX,27.248,-98.126,120.5,6.0,0.179,451.903
BROMMNY,42.131,-75.913,0.0,2.0,0.033,0.548
BROWNSD,45.465,-98.486,0.0,2.0,0.065,0.258
BSAHOLD,41.869,-87.866,12.1,3.5,0.032,19.968
BSCDRTX,32.221,-101.507,0.0,2.0,0.857,0.857
BSCHOLD,32.225,-101.515,13.067,3.5,1.929,14.323
BSCORTX,32.223,-101.506,0.0,2.0,0.065,0.643
BSFLTTX,32.227,-101.528,0.0,2.0,0.033,0.107
BSGDFTX,33.201,-101.372,0.0,2.0,0.536,0.536
BSNTRTX,32.262,-101.497,0.0,2.0,0.033,0.033
BTV,43.02,-78.203,360.2,6.0,360.2,574.067
BUFHOLD,42.888,-78.878,0.0,2.0,0.032,0.226
BURLEND,46.794,-100.694,0.0,2.0,0.4,1.138
BURNETX,30.742,-98.253,0.0,2.0,0.032,0.548
BUTLEKS,37.814,-96.83,8.8,2.0,0.226,19.129
BUTLEOH,39.39,-84.553,83.8,3.5,53.161,228.677
BWDGICA,34.063,-118.239,0.9,2.0,0.484,4.645
CACFBAK,35.279,-116.055,0.0,2.0,0.033,0.033
CACFDON,32.585,-116.933,0.0,2.0,0.033,0.033
CACTYCA,35.156,-117.862,428.133,6.0,14.194,581.194
CADESVI,34.559,-117.437,0.0,2.0,0.032,0.032
CAJUVMN,44.789,-93.593,0.067,2.0,0.032,0.786
CALDWMO,39.643,-94.047,24.233,3.5,24.233,60.433
CALHOMI,42.317,-85.176,99.333,3.5,99.333,218.8
CAMBRPA,40.484,-78.701,6.567,2.0,6.567,121.581
CAMCOWY,44.277,-105.51,0.0,2.0,0.065,0.2
CAMEDAZ,33.017,-111.423,0.0,2.0,0.097,0.467
CAMERTX,25.905,-97.491,0.0,2.0,0.032,0.774
CARBOWY,41.796,-107.224,0.0,2.0,0.033,0.903
CARJAMN,44.787,-93.593,31.7,3.5,21.233,45.387
CARROMD,39.573,-76.986,0.0,2.0,0.167,17.3
CASCAMT,47.466,-111.38,0.8,2.0,0.065,3.433
CASPCAL,33.166,-115.485,0.0,2.0,0.036,1.097
CASSCND,46.87,-96.833,0.0,2.0,0.033,0.452
CASSCNE,41.011,-95.883,29.2,3.5,14.393,42.452
CASSJCA,32.75,-117.145,0.0,2.0,0.032,0.032
CATTANY,42.251,-78.8,0.0,2.0,0.065,1.194
CAWVALL,34.081,-117.529,0.0,2.0,0.032,0.067
CAYUGNY,42.98,-76.544,0.0,2.0,0.032,0.333
CBENDTX,27.737,-97.755,701.533,9.0,279.194,858.742
CBRRSNC,35.409,-80.578,0.2,2.0,0.032,3.433
CCADCAZ,33.064,-111.379,445.533,6.0,62.767,594.355
CCAFLAZ,33.044,-111.372,218.433,6.0,179.903,223.241
CCAHUTX,30.565,-97.42,525.567,9.0,137.067,527.433
CCASDCA,32.577,-116.915,655.667,9.0,655.536,702.267
CEMEDFL,25.788,-80.216,0.0,2.0,0.067,0.452
CENTRWV,38.697,-80.658,0.0,2.0,0.129,0.129
CFREDVA,39.199,-78.146,0.0,2.0,0.968,0.968
CGRMCAZ,32.881,-111.709,0.0,2.0,0.032,0.1
CHACONY,42.255,-79.504,2.167,2.0,0.032,14.433
CHAHOLD,18.322,-64.964,7.033,2.0,0.032,7.033
CHARLSC,32.859,-80.009,11.667,3.5,1.0,133.968
CHASEKS,38.375,-96.539,20.233,3.5,16.433,50.387
CHATHGA,32.067,-81.168,0.0,2.0,0.032,0.033
CHELAWA,47.423,-120.315,0.0,2.0,0.065,6.645
CHEROOK,35.914,-94.973,0.0,2.0,0.032,0.032
CHIHOLD,41.975,-87.89,14.467,3.5,0.032,25.387
CHIPPMI,46.497,-84.346,10.933,3.5,10.933,54.742
CHRISMO,37.02,-93.206,12.9,3.5,7.29,31.7
CHYHOLD,41.137,-104.82,0.133,2.0,0.033,1.032
CITRUFL,28.846,-82.478,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,1.1,2.0,0.129,2.419
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.631,-122.678,0.0,2.0,0.033,0.033
CLEHOLD,41.505,-81.692,0.067,2.0,0.032,0.767
CLICONY,44.72,-73.468,2.0,2.0,2.0,25.806
CLINTPA,41.155,-77.337,9.233,2.0,9.233,178.645
CLTHOLD,35.223,-80.838,0.533,2.0,0.032,8.129
CMPJVNY,42.913,-78.868,0.0,2.0,0.032,0.7
CNGHOLD,35.106,-85.298,0.0,2.0,0.233,0.233
COBBJGA,33.909,-84.581,0.967,2.0,0.967,31.467
COCHIAZ,31.433,-109.871,0.0,2.0,0.032,0.3
COCONAZ,35.188,-111.64,0.0,2.0,0.032,1.367
COLCASC,34.076,-80.98,0.067,2.0,0.033,39.433
COLLIFL,26.126,-81.766,5.867,2.0,2.767,29.75
COLOMNY,42.25,-73.756,0.0,2.0,0.065,0.071
COLUMOR,45.849,-122.819,2.0,2.0,0.067,43.677
COLUMPA,40.998,-76.451,0.0,2.0,0.161,38.29
COMFTFL,25.733,-80.383,0.5,2.0,0.033,1.839
CONCOCA,38.018,-122.133,4.167,2.0,0.032,13.5
CONCOLA,31.586,-91.557,0.0,2.0,0.032,0.032
CONEJCO,37.086,-106.005,0.233,2.0,0.167,3.333
CONVEWY,42.76,-105.381,0.0,2.0,0.033,0.233
CONWECA,37.994,-122.352,158.133,6.0,70.033,187.9
COOSCOR,43.177,-124.186,0.0,2.0,0.033,0.548
COSTACA,33.652,-117.912,0.033,2.0,0.033,4.607
COWJVWA,46.141,-122.918,0.0,2.0,0.067,2.839
CRGHOLD,40.514,-107.545,0.367,2.0,0.065,2.483
CRIHOLD,41.975,-91.67,0.067,2.0,0.032,1.107
CROWGMN,46.356,-94.206,0.0,2.0,0.355,1.71
CRTOSCA,33.885,-118.102,0.0,2.0,0.071,0.071
CRYCCTX,28.635,-99.83,382.867,6.0,9.0,382.867
